127907920,29.8
38447612,69.0
47130585,100.0
13700357,39.2
39350296,27.6
67012377,100.0
116457872,100.0
119932545,64.6
60796240,100.0
1642603,36.8
85669018,65.4
34628490,71.4
47355357,23.4
5687028,0.0
50212984,40.6
76166620,59.0
75464285,77.0
106110739,86.4
305037939,96.2
80990652,59.2
57571399,16.2
52995694,44.2
2807322,0.0
82821701,86.2
96762212,8.6
9815947,70.0
121173348,37.6
15388240,18.4
1605008,0.2
85440342,100.0
17981889,4.6
60938663,93.0
183089,22.2
1152031,38.0
80839016,100.0
261769385,100.0
96326171,54.8
2860475,0.0
246992963,96.2
34675167,82.4
40624824,3.2
130572106,100.0
112392183,87.0
73166184,33.4
90209762,0.0
42345969,88.6
80150,1.0
3254238,85.8
37459119,91.8
40920401,32.6
60725935,100.0
63420481,65.2
31257560,40.4
45505779,7.8
7705285,28.2
66994995,22.6
73863758,100.0
12701588,23.8
40929027,76.4
9231835,81.8
108291285,99.0
79427514,84.4
44868996,0.0
107975510,81.8
61082440,3.8
30002878,100.0
98385554,81.6
86128115,0.0
59319122,100.0
103818471,60.0
58889739,82.4
35312024,83.4
74330628,100.0
67534688,0.0
77316873,0.0
80940023,47.0
63893774,81.4
33363172,100.0
60008398,7.0
82805122,57.0
34408594,33.6
78335017,26.0
34746078,100.0
153591,83.0
111217034,45.4
47241595,17.8
8727726,100.0
77210152,48.4
6986786,11.2
2155982,0.0
84089156,0.0
113286706,25.0
120171,44.6
51856656,12.6
63427537,36.8
87255483,63.6
48133617,60.4
7609480,56.0
6047259,61.6
34336939,99.4
46168920,27.4
196212,13.0
8884592,4.2
82474478,40.0
48859576,20.0
61084501,7.8
111845258,67.4
50012659,1.4
87886658,12.2
105076780,50.0
61491016,33.0
267510820,4.6
49553863,0.0
40876446,24.6
2767960,51.8
37166549,29.0
41915377,33.8
29674697,70.2
2439545,84.2
38558281,42.4
82695105,89.4
58336440,25.8
3036125,73.4
49737943,96.8
203348,23.4
19523239,62.4
84505429,78.0
92431168,100.0
15201523,58.2
1613571,7.0
39943348,94.4
103507103,60.2
118233840,99.0
134198066,28.4
77737232,70.2
52166146,0.0
94361551,76.8
58423523,6.6
110288495,30.4
1219489,100.0
57817165,83.0
40755996,31.4
60559388,0.0
45360562,83.2
9920415,81.8
52031530,40.2
1150940,54.4
99347249,95.4
46275133,71.8
42818837,12.4
40012222,74.6
57813997,100.0
44336274,20.8
51198284,4.4
9669035,0.0
95381098,16.8
41000794,77.4
15376739,0.0
5625398,8.0
85437239,0.0
47263035,0.0
45883022,70.2
85506836,87.4
128585562,90.2
108958671,100.0
49797145,100.0
105328256,94.2
64046986,31.8
67675882,35.6
47530873,65.8
43069399,0.0
69847680,96.0
18302441,39.4
62353933,72.4
111164762,93.6
48109230,84.0
44101106,59.4
21002,97.0
8756789,98.4
124064491,51.4
96876449,34.0
1760512,40.8
45045229,40.4
17863868,38.6
66868691,35.6
8845882,62.6
52189678,92.4
71259442,86.0
65471078,100.0
33062246,83.2
54536184,60.0
51425858,100.0
17284271,51.8
45924500,52.2
58534462,59.6
5687255,43.0
40990839,49.4
35529802,58.2
125755676,90.2
53590380,57.4
81050415,97.2
61415983,100.0
42554752,87.0
98111014,99.0
61110431,100.0
36841792,39.2
46436178,8.0
46981556,27.2
40248616,100.0
96051435,100.0
35548287,42.6
59284438,29.0
19191593,26.0
39564760,10.0
50805063,52.0
521989,100.0
58651674,80.2
18015141,47.4
45412180,100.0
1422484,4.4
47491817,12.4
1411410,100.0
133874316,60.0
372399,83.2
31276578,53.2
53041407,32.8
55176120,12.4
37256198,23.8
65000505,26.6
73111638,7.2
95684263,39.0
44882381,10.0
82638686,44.0
90298085,80.2
7282350,91.8
69284837,93.8
63384888,100.0
40093239,100.0
3178026,7.2
45811573,84.8
198290,37.4
101261805,15.6
80988360,68.0
98196423,64.6
551539,52.6
45878446,1.8
101383327,100.0
74902429,43.2
121404247,100.0
106468483,15.2
34616693,100.0
85313026,80.0
119356269,100.0
2387364,34.2
58070251,100.0
7213468,66.8
87144,50.0
254374328,23.2
104569034,100.0
10550458,81.0
78894167,96.4
104909010,75.8
31306592,100.0
461440,3.4
59826637,100.0
107028086,40.4
61104240,85.8
32577576,99.6
52283918,74.8
74813946,100.0
2712607,27.8
7337979,100.0
262846977,88.8
31130685,52.2
73784,4.2
62520146,64.8
28444004,80.0
82815977,79.6
37126823,70.4
9715341,0.0
72251693,100.0
68522393,93.8
3014572,42.6
32522521,0.0
49551087,100.0
36660133,7.4
55541981,19.2
9413618,84.4
37458650,64.6
67571890,86.0
2623355,0.0
104927529,98.8
1338094,100.0
94455472,40.4
10195582,85.0
247726726,12.4
61695439,60.0
56059497,100.0
47177645,96.6
98824429,71.2
75057139,96.2
95391815,100.0
32956545,40.2
93571094,24.6
31254211,25.8
49526516,100.0
90212,29.8
5755354,47.2
65069911,94.4
79189512,100.0
11266433,100.0
204967,100.0
30751091,15.6
49262679,91.8
73893246,81.8
3302189,87.6
38703684,77.4
