47130585,100.0
67012377,100.0
116457872,100.0
60796240,100.0
85440342,100.0
80839016,100.0
261769385,100.0
130572106,100.0
60725935,100.0
73863758,100.0
30002878,100.0
59319122,100.0
74330628,100.0
33363172,100.0
34746078,100.0
8727726,100.0
92431168,100.0
1219489,100.0
57813997,100.0
108958671,100.0
49797145,100.0
65471078,100.0
51425858,100.0
61415983,100.0
61110431,100.0
40248616,100.0
96051435,100.0
521989,100.0
45412180,100.0
1411410,100.0
63384888,100.0
40093239,100.0
101383327,100.0
121404247,100.0
34616693,100.0
119356269,100.0
58070251,100.0
104569034,100.0
31306592,100.0
59826637,100.0
74813946,100.0
7337979,100.0
72251693,100.0
49551087,100.0
1338094,100.0
56059497,100.0
95391815,100.0
49526516,100.0
79189512,100.0
11266433,100.0
204967,100.0
78126,100.0
56417680,100.0
89550552,100.0
124237513,100.0
80864222,100.0
14046254,100.0
95496648,100.0
465435,100.0
19096629,100.0
11809295,100.0
118153911,100.0
295343337,100.0
108216630,100.0
63930247,100.0
56814294,100.0
249080103,100.0
2124186,100.0
93070658,100.0
41785099,100.0
132238397,100.0
81700426,100.0
63370451,100.0
74029445,100.0
58026386,100.0
100001385,100.0
52680910,100.0
109031655,100.0
133571429,100.0
37900027,100.0
51341761,100.0
108475576,100.0
76461222,100.0
91843978,100.0
76042533,100.0
88373737,100.0
76064186,100.0
120089021,100.0
1059692,100.0
132790797,100.0
70096863,100.0
33124198,100.0
55440835,100.0
266382765,100.0
64289804,100.0
31100461,100.0
65742993,100.0
125144931,100.0
278833618,100.0
69189353,100.0
58798470,100.0
15364543,100.0
282192416,100.0
17889209,100.0
40660617,100.0
3140140,100.0
39250841,100.0
9517669,100.0
78878865,100.0
31199688,100.0
65605929,100.0
62134671,100.0
126060933,100.0
26477086,100.0
53293909,100.0
50197382,100.0
48157636,100.0
32689937,100.0
19510544,100.0
40443066,100.0
75406056,100.0
125616314,100.0
29295730,100.0
116491594,100.0
49790463,100.0
253674461,100.0
64940996,100.0
50562262,100.0
76212947,100.0
38799825,100.0
72274900,100.0
75020059,100.0
33938858,100.0
87307747,100.0
80408239,100.0
73801750,100.0
48957276,100.0
113395838,100.0
105650802,100.0
121321954,100.0
96284887,100.0
125532352,100.0
46638189,100.0
35385818,100.0
88874804,100.0
17973880,100.0
59351182,100.0
48730798,100.0
1183627,100.0
41998801,100.0
64708027,100.0
41542232,100.0
87007348,100.0
41775604,100.0
122869652,100.0
37366087,100.0
102496725,100.0
62241848,100.0
135984345,100.0
19862489,100.0
55846825,100.0
64340217,100.0
91569832,100.0
3540068,100.0
61786469,100.0
36032873,100.0
2243149,100.0
30592507,100.0
41960185,100.0
118803,100.0
11823236,100.0
53462680,100.0
41790072,100.0
16810115,100.0
56844770,100.0
86974364,100.0
1805209,100.0
7509376,100.0
86653000,100.0
52361330,100.0
44154107,100.0
41811113,100.0
15339669,100.0
18095487,100.0
276911222,100.0
1646058,100.0
60728308,100.0
107426183,100.0
81725190,100.0
111250498,100.0
63818199,100.0
9897500,100.0
104896566,100.0
18560071,100.0
58423463,100.0
61481150,100.0
109043713,100.0
66026058,100.0
95280201,100.0
39858535,100.0
104618898,100.0
52656515,100.0
31116191,100.0
17372498,100.0
3826117,100.0
91980186,100.0
39905644,100.0
71151191,100.0
30568796,100.0
62343517,100.0
17429038,100.0
3366248,100.0
81807104,100.0
9500629,100.0
41312510,100.0
1691647,100.0
63744352,100.0
581906,100.0
16023237,100.0
44247060,100.0
68000082,100.0
180052,100.0
46951915,100.0
33459701,100.0
61533263,100.0
38350201,100.0
81065820,100.0
29624154,100.0
6190643,100.0
79251687,100.0
115180307,100.0
39399050,100.0
54488961,100.0
59631709,100.0
1188298,100.0
18588671,100.0
52966761,100.0
80628764,100.0
81061733,100.0
114084339,100.0
103653005,100.0
17657882,100.0
77803100,100.0
89841746,100.0
33746020,100.0
71191432,100.0
84828878,100.0
30630484,100.0
45963423,100.0
11173956,100.0
50463157,100.0
102949148,100.0
102077466,100.0
68923981,100.0
55442643,100.0
2546333,100.0
50007598,100.0
69670047,100.0
53196149,100.0
2755480,100.0
